video,avg_blockiness,max_blockiness,min_blockiness,avg_blur,max_blur,min_blur,avg_contrast,max_contrast,min_contrast,avg_color,max_color,min_color,avg_ltp,max_ltp,min_ltp,avg_noise,max_noise,min_noise,avg_brisque,max_brisque,min_brisque,avg_flicker,avg_flickering,avg_blockiness,avg_blockloss,avg_blur,avg_exposure,avg_contrast,avg_interlace,avg_noise,avg_si,avg_ti,mos
B036.mp4,0.776528239,0.91375,0.63,0.359196515,0.462236615,0.292026236,0.332505354,0.351083181,0.315882873,0.26608706,0.308283317,0.240854109,0.121894521,0.12316259,0.12005326,0.88512612,0.981865886,0.827429383,0.645896425,0.766954616,0.402970046,0.02246587,0.03773,0.00028,0.01315,0.05111,0.53533,0.30257,0.01162,0.07291,0.219806821,0.028700123,82.8776
B037.mp4,0.524518272,0.99875,0,0.528697139,0.908398947,0.255349054,0.333066342,0.344965533,0.320155767,0.289601249,0.360044479,0.230710254,0.124053229,0.12496397,0.12274123,0.955995222,1,0.621684544,0.536607423,0.789802909,0.221835345,0.00285274,0.01915,0.00026,0.00749,0.10391,0.50739,0.40467,0.00341,0.12788,0.177640962,0.102597591,47.7402
B038.mp4,0.981208472,1,0.94625,0.215009109,0.630760796,0.085993852,0.331707529,0.354870282,0.306406891,0.30025432,0.357369691,0.219972114,0.119250652,0.12197212,0.11576441,1,1,1,0.494546336,0.61493887,0.367253675,0.025708638,0.03858,0.0002,0.00298,0.10157,0.55799,0.35742,0.01245,0.01653,0.046240785,0.01988188,67.4641
B039.mp4,0.155801495,0.955,0,0.36562817,0.478483944,0.154197977,0.332925661,0.345965467,0.319461202,0.263635833,0.340953047,0.204834895,0.121544333,0.12379073,0.11916667,0.989609477,1,0.92499354,0.47645008,0.638145467,0.38769404,0.040080359,0.05655,0.00025,0.00932,0.08872,0.52029,0.38563,0.00475,0.01572,0.179378182,0.053910155,61.2217
B040.mp4,0.034040698,0.5025,0,0.448254458,0.587646057,0.287712472,0.332963956,0.346071397,0.318618366,0.33433248,0.384057909,0.272689209,0.121152549,0.12370614,0.11679276,0.966120258,1,0.832275792,0.511179997,0.555055852,0.372018031,0.008842403,0.02808,0.00027,0.01392,0.08947,0.50676,0.40531,0.00581,0.01887,0.229323541,0.081064746,67.0729
B041.mp4,0.734248339,0.97125,0.48375,0.735799355,0.848142062,0.461397571,0.33314784,0.34305434,0.323521998,0.336688118,0.381965123,0.270896069,0.110099168,0.1172063,0.10408913,0.969316105,1,0.931484875,0.419914433,0.550282857,0.34897157,0.077955118,0.08111,0.00025,0.01894,0.0826,0.50251,0.48351,0.0008,0.01011,0.28188796,0.066365853,45.799
B042.mp4,0.728907807,0.99875,0.0825,0.239246366,0.36294077,0.073539119,0.332127363,0.359069797,0.300958411,0.309893759,0.387862826,0.183230124,0.118864767,0.12212406,0.1126817,0.999827882,1,0.957632258,0.523324529,0.627236706,0.346527229,0.037562827,0.05998,0.00022,0.01385,0.10526,0.51196,0.43527,0.00215,0.01424,0.083760938,0.03830461,62.8774
B043.mp4,0.789061462,0.99875,0.625,0.597624701,0.811903325,0.393415166,0.332906151,0.349294648,0.316790968,0.318840284,0.358357688,0.267500082,0.120254611,0.12233083,0.11842654,0.986417358,1,0.878799603,0.44875807,0.574654108,0.275963461,0.010186057,0.02176,0.00026,0.01728,0.08084,0.47583,0.41737,0.00088,0.02632,0.175442607,0.052831045,38.3
B044.mp4,0.755564784,0.92125,0.6325,0.993714358,1,0.918270888,0.332784732,0.345389642,0.32033768,0.332117672,0.34681178,0.316813652,0.124046688,0.12498982,0.12293311,0.500065305,0.555072461,0.436265963,0.634504959,0.665100466,0.576381644,0.005519755,0.02008,0.00027,0.0002,0.04644,0.51335,0.46941,0.00393,0.07884,0.36318737,0.074006091,87.1329
B045.mp4,0.677969269,0.9425,0.39125,0.795193606,1,0.460862753,0.333046317,0.343255791,0.322542873,0.337594329,0.380589619,0.287738104,0.122351982,0.12391447,0.12079104,0.7607053,1,0.531822008,0.428856717,0.522246036,0.164462974,0.013026997,0.03292,0.00027,0.00266,0.05843,0.49954,0.51523,0.00353,0.01796,0.340194959,0.101869203,64.1244
B046.mp4,0.817063953,0.9975,0.36,0.699397291,0.842315067,0.55625834,0.332516808,0.346391301,0.318091427,0.300748472,0.321791802,0.279106298,0.122404563,0.12360354,0.120961,0.721822919,0.813168943,0.646215338,0.543457562,0.590013318,0.498215624,0.02034592,0.03609,0.00027,0.00093,0.04397,0.51714,0.43379,0.01098,0.04815,0.276367239,0.047833301,75.0229
B047.mp4,0.696183555,0.99625,0,0.641831717,0.890689481,0.226051796,0.332775686,0.347412701,0.31873673,0.32514043,0.351989872,0.285799461,0.123351773,0.12452616,0.12060777,0.894557632,1,0.499659656,0.512486305,0.743787408,0.125487276,0.010269049,0.03267,0.00027,0.00701,0.08677,0.52409,0.39364,0.00437,0.06649,0.213742579,0.070311026,63.7714
B048.mp4,0.701524086,0.9975,0,0.866631632,1,0.553851256,0.333054733,0.345107229,0.320539931,0.345839412,0.384803559,0.306453793,0.123471037,0.12509633,0.12058427,0.659563929,0.860470518,0.453815171,0.597238791,0.697826559,0.342157667,0.003468824,0.02173,0.00028,0.0026,0.05455,0.50272,0.4477,0.00413,0.06514,0.348221435,0.123964157,65.9427
B049.mp4,0.807213455,0.99875,0.625,0.420709399,0.560215527,0.308223819,0.332993027,0.344686616,0.320858618,0.239160724,0.299969027,0.202601348,0.123150339,0.12426927,0.12199875,1,1,1,0.441966125,0.556036767,0.316245076,0.001829706,0.01637,0.00029,0.00075,0.09709,0.49703,0.42751,0.00063,0.0845,0.097282081,0.030744933,78.5928
B050.mp4,0.44067691,0.99375,0,0.923850696,1,0.677391831,0.332983165,0.343190916,0.321119723,0.343263476,0.385075695,0.29381042,0.124203082,0.12522243,0.12236685,0.51953784,0.831579221,0.282815413,0.637463631,0.868690375,0.441437523,0.00442634,0.02248,0.00028,0.00029,0.05012,0.50753,0.42691,0.01679,0.2936,0.370389474,0.104353719,77.2019
B051.mp4,0.624148671,0.9875,0,0.510660807,0.990468305,0.256350283,0.332885225,0.347416882,0.318645488,0.33663551,0.409549293,0.257019309,0.124265445,0.12552397,0.12253446,0.944236312,1,0.517244667,0.529936425,0.965179209,0.161201031,0.001673124,0.01626,0.00027,0.00128,0.0824,0.50667,0.31951,0.00338,0.12951,0.17581779,0.088290054,46.0611
B052.mp4,0.915631229,0.99875,0.725,0.215201446,0.69013903,0.065961998,0.330912757,0.357369068,0.300164762,0.227786558,0.357662009,0.146904914,0.117601114,0.12075971,0.11366776,0.999926383,1,0.977841169,0.524085674,1.320224239,0.397917849,0.035445471,0.04424,0.00022,0.00315,0.10978,0.51875,0.38259,0.00549,0.01323,0.120059511,0.059093265,58.6099
B053.mp4,0.805095515,0.9375,0.6875,0.248023233,0.318747643,0.18751184,0.330977775,0.36282426,0.300911554,0.330918571,0.381194573,0.243032721,0.121235478,0.1229942,0.11888549,0.994486869,1,0.917953156,0.452997756,0.521223667,0.399803864,0.02223573,0.06041,0.00026,0.00054,0.05268,0.52563,0.47721,0.01461,0.01804,0.158351172,0.058747776,74.9505
B054.mp4,0.991475666,1,0.97125,0.027388063,0.086943051,0.018811576,0.332611995,0.40810276,0.231463214,0.248439492,0.314226004,0.149397491,0.03776204,0.05926222,0.02686325,1,1,1,0.825046886,0.918761598,0.657964445,0.134827834,0.08227,0.00013,0.0098,0.06223,0.27656,0.03446,0.00606,0.00115,0.050696087,0.005020745,27.2126
B055.mp4,0.903326412,0.99625,0.625,0.48610069,0.927605354,0.190279047,0.332739857,0.346971297,0.316569902,0.251895501,0.405013251,0.152556106,0.122926856,0.12444001,0.11712249,0.989074582,1,0.810031711,0.50992226,0.673400159,0.420766102,0.002329731,0.01888,0.00028,0.00098,0.07069,0.39275,0.20479,0.00075,0.11309,0.109274093,0.047071088,64.193
B056.mp4,0.782603821,0.9975,0.625,0.871427577,1,0.590319805,0.332928416,0.348791571,0.316820634,0.256745003,0.368764401,0.176500785,0.119618289,0.12237625,0.11599311,0.590706419,0.819657939,0.44806918,0.579260162,0.71586328,0.413655292,0.081116614,0.0919,0.00027,1.00E-05,0.04766,0.50299,0.33513,0.00311,0.00406,0.317814769,0.130780508,62.6744
B057.mp4,0.603060631,0.99875,0.2475,0.706229196,1,0.133181329,0.33299725,0.347467894,0.314863258,0.265470867,0.415443854,0.13060355,0.120739601,0.12393014,0.11651864,0.803455228,1,0.371993081,0.527852875,0.707706397,0.415370043,0.012075187,0.03088,0.00027,0.00689,0.05153,0.51914,0.40136,0.00246,0.01735,0.281915491,0.089079965,59.9947
B058.mp4,0.818658638,0.9975,0.55875,0.485331621,0.850123793,0.240631697,0.33275098,0.353681421,0.308900791,0.343075923,0.433234181,0.248194902,0.121143747,0.12398183,0.11200345,0.977726747,1,0.782549773,0.491277143,0.787277324,0.193058091,0.012381899,0.03591,0.00025,0.0112,0.10901,0.50063,0.47031,0.00752,0.01868,0.19325923,0.108066832,58.367
B059.mp4,0.851403654,0.99625,0.625,0.242497716,0.488082925,0.078901495,0.332907885,0.351993076,0.313713459,0.288304676,0.398592228,0.149345517,0.122958052,0.12439928,0.12114348,1,1,1,0.543804376,0.657055478,0.386354847,0.001922813,0.01932,0.00027,0.01031,0.13273,0.52008,0.45325,0.00223,0.05318,0.101286337,0.069381926,52
B060.mp4,0.792167774,0.99875,0.2125,0.283695437,0.428752293,0.166592139,0.332714243,0.353569087,0.309784121,0.327760618,0.401259902,0.236283711,0.12007166,0.12369361,0.11247259,0.998371687,1,0.957150748,0.504731256,0.685985652,0.355414887,0.008262207,0.04415,0.00026,0.00774,0.1203,0.51058,0.4549,0.01192,0.02797,0.145850059,0.074557712,59.4882
B061.mp4,0.823629568,0.98375,0.625,0.684827329,0.882920336,0.276808411,0.331079149,0.36047608,0.303641152,0.265276233,0.312612441,0.232671182,0.121977592,0.1235401,0.12013549,0.728825043,1,0.472136122,0.444762361,0.560040529,0.322964657,0.028334222,0.05327,0.00024,0.00116,0.06543,0.49688,0.45329,0.04341,0.01413,0.262153824,0.068984554,63.7011
B062.mp4,0.780095515,0.995,0.1975,0.209803289,0.394390023,0.060190681,0.332422015,0.351329443,0.31230897,0.302033178,0.377558278,0.202776824,0.119649396,0.12313362,0.11476034,1,1,1,0.509230938,0.588246414,0.401064679,0.00413334,0.0167,0.00025,0.00727,0.1101,0.50892,0.23967,0.00235,0.02003,0.104757683,0.050951845,56.8361
B063.mp4,0.983957641,0.99875,0.94625,0.160363176,0.525502825,0.0377957,0.330810103,0.375071491,0.282375352,0.178498385,0.204343971,0.153004071,0.101575614,0.10735511,0.09679276,1,1,1,0.500237945,0.621448229,0.449057188,0.02587446,0.02406,0.0002,0.00088,0.03831,0.47813,0.10276,0.00103,0.01616,0.021007155,0.007414252,44.152
B064.mp4,0.642769934,0.99375,0.10625,0.361989766,0.530700862,0.161383415,0.332077774,0.360888651,0.29956214,0.333077976,0.433570171,0.203559935,0.117110306,0.12215852,0.1016416,0.986323011,1,0.922769739,0.487222311,0.660215845,0.345748057,0.030468436,0.04681,0.00025,0.02001,0.08597,0.4925,0.34373,0.00437,0.01597,0.185288198,0.061538157,60.0559
B065.mp4,0.811881229,0.99375,0.625,0.775928144,0.905212436,0.392360249,0.333076109,0.347029725,0.319101764,0.268101231,0.300007127,0.220153531,0.114334924,0.11779292,0.10375235,0.886945777,1,0.792558971,0.450189737,0.543747923,0.33065758,0.049585755,0.05209,0.00026,0.00952,0.06149,0.49884,0.42567,0.0036,0.01476,0.287656716,0.054986485,58.7207
B066.mp4,0.325490033,0.9275,0.06375,0.341681758,0.677850364,0.218452234,0.333069188,0.344154358,0.321187921,0.286279696,0.386095414,0.238346562,0.119865457,0.12186247,0.11792137,0.958176953,1,0.530008032,0.52672991,0.692593604,0.460330982,0.031502363,0.04359,0.00027,0.01302,0.07708,0.50776,0.29903,0.00844,0.01835,0.173093052,0.028893874,57.5947
B067.mp4,0.706666667,0.99875,0.46,0.346712028,0.537299732,0.199315747,0.33282707,0.34770482,0.318417721,0.2872663,0.385818364,0.185848586,0.122815868,0.12459665,0.12119439,0.992371211,1,0.944185012,0.446956785,0.518722514,0.308591992,0.012178864,0.03041,0.00029,0.00347,0.0809,0.51643,0.37723,0.00235,0.05028,0.155476117,0.064546163,70.6193
B068.mp4,0.777,0.84,0.70875,0.270677278,0.368642539,0.194611685,0.332543726,0.350186172,0.31458012,0.306022896,0.341609156,0.247745876,0.121698574,0.12369753,0.1196734,0.938400844,1,0.770717254,0.506853531,0.5896213,0.386377819,0.016516589,0.03909,0.00027,0.00035,0.04785,0.4925,0.48065,0.0086,0.01109,0.160526885,0.05099191,76.6719
B069.mp4,0.835291667,0.91375,0.6975,0.271898037,0.519980193,0.14491466,0.3324288,0.349835003,0.31555817,0.232980084,0.306878572,0.195450392,0.122066103,0.12423872,0.11871867,0.995297164,1,0.905369673,0.424418217,0.490607023,0.387968242,0.004093221,0.01926,0.00028,0.00734,0.06862,0.53496,0.49684,0.0012,0.01703,0.112886021,0.041361827,68.4948
B070.mp4,0.5552875,0.9825,0.0075,0.445397891,0.67650335,0.171303393,0.333097161,0.344586823,0.321036055,0.267242824,0.307378007,0.229499296,0.12321668,0.12425909,0.12158913,0.983456216,1,0.895943441,0.422078284,0.518337305,0.299158204,0.00096009,0.01634,0.00028,0.01604,0.08038,0.52527,0.33524,0.00274,0.03778,0.183051065,0.070282211,56.4128
B071.mp4,0.913204167,0.95125,0.86875,0.231517462,0.425168661,0.118746963,0.332043456,0.360556773,0.303897913,0.20710687,0.250646651,0.1513824,0.120697979,0.1226308,0.11642152,0.983074937,1,0.85701638,0.393545574,0.452652262,0.343846937,0.014919724,0.02768,0.00026,0.00028,0.0517,0.54596,0.33097,0.02397,0.0155,0.119154628,0.033533618,81.3516
B072.mp4,0.880570833,0.9325,0.8175,0.418144678,0.556984568,0.314762125,0.331649729,0.35629838,0.305949019,0.214998143,0.252105636,0.179596914,0.122468867,0.12424264,0.12076754,0.910526321,1,0.844844592,0.385405311,0.469877236,0.317964924,0.005104671,0.02045,0.00026,0.00024,0.05138,0.56149,0.33843,0.03661,0.01624,0.14947206,0.045292017,82.573
B073.mp4,0.9329125,0.99125,0.77375,0.350487494,0.54968405,0.10537563,0.330436597,0.366147106,0.290502372,0.238511844,0.368209712,0.125488827,0.120515095,0.12275689,0.1178266,0.989886588,1,0.936123829,0.432029519,0.591593159,0.351519227,0.008174115,0.02193,0.00026,0.00114,0.07872,0.55812,0.31255,0.0096,0.0172,0.139018548,0.057547903,66.0347
B074.mp4,0.105379167,0.8175,0,0.522261489,0.605784651,0.3229182,0.333143523,0.341802707,0.324799302,0.333475186,0.354982779,0.310442521,0.124283738,0.12500313,0.12312187,0.926737259,1,0.820578689,0.429593585,0.576687137,0.377139011,0.004023712,0.02163,0.00028,0.00583,0.08255,0.51021,0.44949,0.00317,0.02703,0.24456923,0.070301772,83.0838
B075.mp4,0.8814125,0.99875,0.625,0.20166422,0.289446547,0.142187508,0.333059694,0.350239765,0.316764355,0.303067437,0.405131631,0.227372146,0.115831174,0.12037829,0.1089364,1,1,1,0.40807671,0.467351842,0.363844289,0.006406648,0.03348,0.00026,0.00868,0.0824,0.50216,0.50377,0.00139,0.02507,0.135441257,0.078861675,55.4301
B076.mp4,0.877179167,0.9275,0.7775,0.934960334,1,0.645509754,0.33274703,0.347489625,0.315601775,0.241818048,0.316358516,0.195212209,0.121145974,0.12319784,0.11838189,0.697224483,0.928674989,0.487337799,0.440975862,0.471940054,0.409926901,0.009264117,0.0263,0.00026,0.00063,0.08188,0.54295,0.40437,0.03445,0.01655,0.302031973,0.082532617,85.2071
B077.mp4,0.754645833,0.99875,0.5425,0.98768036,1,0.838051108,0.333141916,0.342468178,0.322909752,0.336099481,0.405463719,0.273907277,0.124288886,0.1253313,0.12290962,0.479531742,0.621425658,0.288161289,0.636287725,0.720641689,0.527305645,0.001077739,0.01709,0.00028,0,0.04179,0.52237,0.40079,0.00337,0.35686,0.32919632,0.129364435,81.9227
B078.mp4,0.912829167,0.99875,0.625,0.74931915,1,0.445655359,0.332789808,0.345844313,0.318463746,0.332776744,0.373435506,0.295300394,0.12422039,0.12512766,0.12293311,0.777277058,0.966357831,0.514152864,0.502599883,0.619304619,0.384796821,0.00073198,0.01682,0.00028,3.00E-05,0.04644,0.51559,0.4423,0.00176,0.26268,0.241440142,0.095342526,87.6489
B079.mp4,0.5944625,0.77875,0.32625,0.540018515,0.616131811,0.404073079,0.333168871,0.342972909,0.322602595,0.312298317,0.347523465,0.242710845,0.118321914,0.12091244,0.11590382,0.911551724,0.974213773,0.875503323,0.466756253,0.591083795,0.396867841,0.07067958,0.06448,0.00027,0.01224,0.06672,0.51931,0.43102,0.00708,0.01416,0.253271541,0.036973884,73.5323
B080.mp4,0.001116667,0.09125,0,0.911194352,1,0.67122496,0.332958127,0.342567217,0.321836159,0.32992972,0.358399757,0.274386897,0.123968795,0.12501488,0.12286889,0.66408261,0.770767148,0.554365786,0.483770464,0.573990105,0.432337734,0.004223361,0.01974,0.00028,0.00917,0.05312,0.51063,0.42478,0.01069,0.02224,0.356288905,0.104491498,78.8136
B081.mp4,0.797873754,0.91125,0.715,0.258164651,0.532254268,0.115551139,0.332549056,0.368398643,0.292865748,0.20624083,0.268980173,0.170821917,0.098828251,0.11685777,0.09057174,0.976871136,1,0.739048058,0.441671814,0.639525186,0.329751328,0.097601606,0.06467,0.00025,0.01962,0.10378,0.42197,0.21535,0.00063,0.01266,0.095305257,0.023118167,46.3822
B082.mp4,0.823541667,0.99375,0.625,0.321795135,0.572863584,0.11694711,0.331000325,0.37253454,0.286647863,0.294585152,0.361156666,0.246236455,0.11821225,0.12030154,0.11506501,0.947598888,1,0.794409124,0.525936954,0.627802717,0.381030276,0.072998146,0.07095,0.00026,0.04901,0.16254,0.49821,0.46818,0.00197,0.01367,0.140497957,0.02494051,39.3422
B083.mp4,0.660291667,0.98875,0,0.905979367,1,0.452356377,0.332719737,0.347631719,0.317969728,0.346296637,0.386030889,0.303583452,0.122378109,0.12374608,0.11938283,0.727272578,1,0.569178711,0.531646439,0.67741139,0.100868036,0.031181174,0.05715,0.00027,0.00227,0.05379,0.49334,0.48615,0.00307,0.01626,0.315578273,0.066131054,47.1299
B084.mp4,0.794291667,0.99875,0.56875,0.357400913,0.882999589,0.200005716,0.332811216,0.349428708,0.315169663,0.281445067,0.350693566,0.214170091,0.120443925,0.12238017,0.11785714,0.997500573,1,0.937994598,0.404856978,0.514230626,0.233254658,0.006133424,0.02474,0.00027,0.00222,0.05493,0.61806,0.25852,0.00136,0.01625,0.116548389,0.044277531,27.3091
B085.mp4,0.403671096,0.57875,0.22375,0.720410117,0.824305401,0.446721806,0.332837076,0.344286685,0.320984006,0.250809565,0.341952473,0.205214216,0.124209392,0.12520833,0.12137453,0.541525926,0.865154572,0.452897055,0.561288776,0.710736782,0.436715578,0.009112223,0.03699,0.00028,0.00162,0.03948,0.4749,0.34028,0.01867,0.32133,0.279815059,0.077762857,78.5556
B086.mp4,0.913766611,0.995,0.63,0.383287135,0.470723567,0.28376121,0.332403875,0.349526634,0.313935696,0.323806428,0.385428678,0.250159851,0.123546009,0.12455279,0.12215852,0.862558167,0.916322021,0.800483457,0.606372478,0.661653297,0.567147895,0.009871369,0.03038,0.00028,0.00128,0.04106,0.53607,0.38613,0.00771,0.07295,0.192962917,0.053229929,80.3536
B087.mp4,0.853091667,0.91875,0.79875,0.571563113,1,0.311835427,0.332556301,0.357586032,0.304717333,0.181540075,0.217916265,0.143844132,0.113394384,0.12295034,0.09099937,0.84217904,0.926022981,0.766509351,0.314158519,0.508667304,0.181270762,0.004326828,0.02812,0.00026,0,0.05571,0.64091,0.26016,0.07036,0.04188,0.193456646,0.058191103,72.178
B088.mp4,0.88165,0.95625,0.79125,0.481286925,0.608409744,0.371823789,0.333078066,0.34836799,0.317874405,0.275310922,0.343328384,0.227792985,0.103098869,0.11066259,0.09326833,0.934546572,0.992792361,0.884557002,0.627398169,0.839643788,0.260520993,0.060368072,0.07127,0.00026,0.00067,0.06179,0.46454,0.17072,0.00136,0.01164,0.264209027,0.059733417,52.8177
B089.mp4,0.850404167,0.915,0.75875,0.472277817,0.639093207,0.265676076,0.333109787,0.342356854,0.324367986,0.221274446,0.263982448,0.173455968,0.124047825,0.12488017,0.122901,0.995776003,1,0.940975271,0.56860778,0.650353856,0.498141434,0.001837757,0.0166,0.00024,0.00094,0.09179,0.50388,0.26742,0.00259,0.24494,0.166815154,0.073745779,74.2079
B090.mp4,0.869400168,0.9525,0.76375,0.050524378,0.070752758,0.029047773,0.330792029,0.353955077,0.304473709,0.237830824,0.356940576,0.145162481,0.11039034,0.11942591,0.10512375,1,1,1,0.523531203,0.639966401,0.452052895,0.056428591,0.08268,0.00025,0.00181,0.13122,0.42617,0.2524,0.00066,0.01111,0.075473673,0.024693393,26.0497
B091.mp4,0.870948997,0.99,0.63,0.316322568,0.887179504,0.185714417,0.332231293,0.352651968,0.313441252,0.300249139,0.417112014,0.203486325,0.119257346,0.12193687,0.11371241,0.948415504,1,0.699189328,0.516021789,0.721324746,0.447507718,0.05520405,0.08525,0.00026,0.00263,0.04948,0.52333,0.4216,0.01354,0.00891,0.172076939,0.062975338,71.7738
B092.mp4,0.774314784,0.9975,0.625,0.436522553,0.686500191,0.258927828,0.33286893,0.352769741,0.311468904,0.31103176,0.385502846,0.219298726,0.120174283,0.12292058,0.11551927,0.956742131,1,0.811360044,0.427697171,0.585621534,0.355032418,0.024780947,0.0526,0.00027,0.00122,0.05713,0.51227,0.45002,0.00507,0.01436,0.186507429,0.071718219,75.2238
B093.mp4,0.771843645,0.9425,0.66,0.808503315,1,0.177517987,0.332642923,0.35419693,0.311631244,0.294995096,0.390116623,0.196731784,0.120988757,0.12348919,0.11594377,0.645431776,1,0.415782318,0.614220692,0.726212349,0.525676167,0.050217581,0.08264,0.00024,0.00037,0.04696,0.46028,0.4506,0.0075,0.00903,0.301358373,0.113482695,70.0112
B094.mp4,0.830888704,0.9975,0.56125,0.481320072,0.674428947,0.346586915,0.331490185,0.353879295,0.309293379,0.245507331,0.33411772,0.193725227,0.111175991,0.11462484,0.10815633,0.89153977,0.937780459,0.831986116,0.606040546,0.701168438,0.534439676,0.048513056,0.07842,0.00027,0.01259,0.04027,0.44805,0.34013,0.01253,0.01152,0.195786966,0.061280541,72.7368
B095.mp4,0.050099668,0.71125,0,0.693553123,0.900553099,0.468727677,0.332937118,0.344914233,0.320911848,0.342288477,0.405502195,0.242158043,0.1204867,0.12481046,0.11318844,0.745070951,1,0.491589569,0.548406388,0.733945465,0.354696583,0.0131143,0.04252,0.00027,0.00612,0.05312,0.49664,0.46558,0.01218,0.01593,0.283490283,0.096910546,72.7588
B096.mp4,0.726492475,0.98375,0.5625,0.521228989,0.640329934,0.325606654,0.332230063,0.347835408,0.317602771,0.329405433,0.378105231,0.284889082,0.121765749,0.12310072,0.12004464,0.951288029,1,0.813306363,0.449716358,0.51255926,0.419756446,0.038062896,0.05933,0.00027,0.00749,0.06232,0.46672,0.46471,0.00851,0.01313,0.206981008,0.061672245,57.6856
B097.mp4,0.808029661,0.99875,0.60875,0.677283528,0.880421693,0.427404568,0.332499307,0.359182805,0.307743448,0.325251812,0.406287127,0.217442663,0.120724754,0.12434445,0.11086544,0.688620631,0.93554798,0.452790801,0.508691223,0.785316104,0.32963813,0.013890102,0.03039,0.00028,0.01459,0.06713,0.50786,0.48186,0.01932,0.034,0.358181599,0.135330617,60.4053
B098.mp4,0.6982875,0.9925,0.62625,0.865469899,1,0.605035396,0.332868321,0.345405521,0.320464987,0.313038449,0.402033725,0.214842299,0.123587307,0.12510887,0.11789395,0.579298473,0.803323272,0.354963964,0.484458569,0.605582672,0.402482699,0.006315444,0.02675,0.00027,0.00063,0.05891,0.49012,0.43461,0.02276,0.15856,0.317654244,0.088772245,80.199
B099.mp4,0.818649666,0.9975,0.625,0.117348957,0.246252796,0.030450858,0.332835257,0.354674554,0.306812352,0.206697182,0.272552613,0.138886435,0.110082391,0.11722118,0.09484806,0.989001799,1,0.861168834,0.473548423,0.662041822,0.222207054,0.045155821,0.06247,0.00024,0.00442,0.05628,0.42639,0.20777,0.00113,0.01481,0.085234639,0.030933553,69.5399
B100.mp4,0.768220833,0.93125,0.6275,0.567388949,0.924964588,0.281031795,0.332858634,0.351224874,0.315251716,0.257800319,0.34574028,0.211776547,0.122109077,0.12397635,0.11995457,0.99515784,1,0.902259552,0.388266621,0.56867509,0.191745392,0.005785584,0.01878,0.00024,0.01159,0.07522,0.5504,0.39354,0.00066,0.0152,0.159789798,0.074743719,80.2398
B101.mp4,0.729154167,0.995,0.17625,0.646806095,0.868997308,0.315128965,0.332718705,0.352045553,0.311216613,0.369090344,0.444385454,0.278197087,0.474099923,0.49388202,0.443523165,0.107199331,0.11420583,0.09680608,0.546589065,0.775073825,0.378037024,0.041253978,0.07482,0.00025,0.0086,0.07598,0.49742,0.43077,0.00459,0.01179,0.309098422,0.123406858,59.2431
B102.mp4,0.869483333,0.9975,0.625,0.668770133,1,0.404450286,0.332919255,0.345966059,0.31930905,0.317118843,0.386941275,0.216405869,0.304045722,0.347449347,0.223166401,0.121236586,0.12380874,0.11858083,0.502910919,0.715477568,0.33972007,0.005024431,0.0191,0.00025,0.00029,0.05417,0.53009,0.24468,0.02693,0.01855,0.286770591,0.08882421,88.0219
B103.mp4,0.562093023,0.99875,0,0.288851785,0.672067539,0.127270685,0.333040951,0.348220961,0.317716205,0.375339,0.455185084,0.301966182,0.380373317,0.44566001,0.336360949,0.12226676,0.12440789,0.11981046,0.487823916,0.64865366,0.29804432,0.01472043,0.03916,0.00024,0.01061,0.09292,0.50222,0.42076,0.00095,0.01569,0.146096533,0.109159276,25.2484
B104.mp4,0.547819767,0.98375,0,0.836448217,1,0.400735663,0.333025237,0.344849676,0.319937287,0.29371101,0.414216091,0.19312716,0.372066356,0.394931251,0.358828374,0.122061705,0.12423481,0.11937422,0.518017993,0.662690146,0.432180259,0.058127608,0.08801,0.00027,0.01193,0.03441,0.51412,0.45994,0.05623,0.00928,0.47678884,0.140411288,71.3464
B105.mp4,0.002429167,0.12375,0,0.465268043,0.602221188,0.330686429,0.331257587,0.353190361,0.307511816,0.352275807,0.394389153,0.317622246,0.41426453,0.420962658,0.394773109,0.120816474,0.12254778,0.11884712,0.439446725,0.511813772,0.401927002,0.047552654,0.05686,0.00028,0.00702,0.06905,0.45346,0.51491,0.00492,0.01859,0.188655004,0.033363463,70.9
B106.mp4,0.701754167,0.99625,0.31375,0.562406582,1,0.267830293,0.332897458,0.357825519,0.309543275,0.373202809,0.513980661,0.235712574,0.492725037,0.574552828,0.387329693,0.120766594,0.12444079,0.11357926,0.493513691,0.951066645,0.35400331,0.00795825,0.03347,0.00027,0.00215,0.05269,0.51017,0.46653,0.00388,0.036,0.225507421,0.10292997,57.0578
B107.mp4,0.8166375,0.99875,0.53875,0.733840863,1,0.430065122,0.332589626,0.358006578,0.309521633,0.27754047,0.416064021,0.177956214,0.383987065,0.415093524,0.334844875,0.122339304,0.12418311,0.12032816,0.595733473,0.815779159,0.457560746,0.006253809,0.01989,0.00027,0.0012,0.03632,0.51245,0.46761,0.03308,0.0163,0.320943034,0.119234471,76.7188
B108.mp4,0.6869625,0.99875,0.62625,0.641417543,0.762709586,0.506603221,0.332436482,0.354380442,0.310597142,0.346624881,0.365568054,0.327181931,0.317614014,0.330977747,0.308514553,0.122487148,0.12430373,0.12091009,0.43298503,0.478246539,0.385621816,0.022160648,0.04444,0.00028,0.00026,0.05391,0.50249,0.41651,0.00913,0.04747,0.288618223,0.052595607,85.7418
