video,avg_color,max_color,min_color,avg_ltp,max_ltp,min_ltp,avg_brisque,max_brisque,min_brisque,avg_flickering,avg_blockiness,avg_blockloss,avg_blur,avg_exposure,avg_contrast,avg_interlace,avg_noise,avg_si,avg_ti,mos
B007.mp4,0.283991308,0.327328557,0.252922637,0.122988609,0.12443061,0.12109414,0.438033455,0.610242687,0.388767116,0.056,0.00025,0.00161,0.0719,0.51602,0.41084,0.01251,0.03851,0.078757111,0.044638801,37.858
B008.mp4,0.301261135,0.353277938,0.241296616,0.118608448,0.12159148,0.11241385,0.861012379,0.983993871,0.757040961,0.09408,0.00027,0,0.03969,0.58569,0.33727,0.01207,0.01034,0.441910077,0.066097162,75.0204
B009.mp4,0.278191871,0.311102944,0.226997471,0.120849227,0.1230318,0.09727679,0.430516743,0.581269895,0.345278332,0.05396,0.00027,0.01131,0.06939,0.54085,0.59158,0.00331,0.01886,0.280350063,0.070292908,39.4971
B010.mp4,0.281621163,0.352017174,0.251470242,0.11442138,0.1189834,0.10945254,0.424983989,0.540864694,0.318982732,0.04904,0.00026,0.01413,0.13115,0.49946,0.31027,0.00305,0.02026,0.136570468,0.058853841,33.9518
B011.mp4,0.28956801,0.372237914,0.229019683,0.117727078,0.12186873,0.11272948,0.431085843,0.506211113,0.378629501,0.03033,0.00027,0.02083,0.14525,0.50027,0.27895,0.00394,0.02412,0.095433421,0.0375543,36.0333
B012.mp4,0.338894705,0.387382998,0.285001433,0.120504056,0.12317278,0.11270833,0.45458063,0.546222808,0.387774347,0.04168,0.00027,0.01377,0.10746,0.5028,0.54377,0.00302,0.02041,0.137889452,0.062581977,33.9801
B013.mp4,0.313142003,0.35704269,0.241904795,0.12150854,0.12392466,0.11912046,0.431796043,0.548326725,0.212208111,0.02763,0.00027,0.01337,0.11617,0.51791,0.37892,0.00338,0.02075,0.124169184,0.055713256,58.0795
B014.mp4,0.283248697,0.323522791,0.205654452,0.123466218,0.12445332,0.12138863,0.501198792,0.57085366,0.434727545,0.02823,0.00027,0.00808,0.05292,0.52256,0.37928,0.01682,0.07858,0.195899924,0.084226662,62.3243
B015.mp4,0.273343884,0.357220949,0.194681027,0.122226627,0.12397086,0.12038456,0.563395839,0.681260002,0.323879207,0.03629,0.00026,0.00961,0.0931,0.51497,0.32082,0.00323,0.0656,0.235330342,0.095802729,56.9636
B016.mp4,0.337507614,0.389513357,0.297196377,0.120866465,0.12285009,0.10970081,0.531457295,0.87012922,0.184019288,0.05693,0.00026,0.00161,0.06644,0.49529,0.37269,0.00861,0.01371,0.345539577,0.113181323,52.1065
B017.mp4,0.338115405,0.361929553,0.299323589,0.121850692,0.12332863,0.11970943,0.372496622,0.569566099,0.31260496,0.06405,0.00026,0.00434,0.07773,0.49762,0.42544,0.00821,0.02356,0.223428059,0.085886242,65.3693
B018.mp4,0.299328509,0.410609455,0.183455577,0.119445854,0.1217818,0.11152099,0.381892627,0.564537361,0.213351474,0.08616,0.00021,0.00631,0.05812,0.39129,0.48103,0.00479,0.00872,0.136919253,0.077702304,54.024
B019.mp4,0.336642149,0.387619649,0.257954899,0.1178378,0.12135965,0.11294799,0.437066026,0.483359165,0.364851321,0.06057,0.00023,0.00016,0.06179,0.50967,0.56436,0.00785,0.013,0.281699502,0.062670002,66.1658
B020.mp4,0.245514384,0.595729155,-0.055205334,0.063879674,0.12582237,0.00017544,0.86982535,1.140361177,0.518242,0.07438,9.00E-05,0.11051,0.06052,0.22525,0.12782,0.00087,0.00532,0.036847445,0.026413577,69.2781
B021.mp4,0.238348622,0.252456144,0.228123646,0.123701917,0.12455592,0.1224115,0.929264522,0.992413162,0.820201793,0.04677,0.00028,0.00026,0.04409,0.50676,0.35214,0.00596,0.42914,0.249613585,0.025046182,84.9903
B022.mp4,0.318877176,0.34639168,0.286089639,0.118260107,0.12059289,0.11521147,0.579366959,0.617044503,0.54069789,0.0667,0.00027,0.01505,0.04915,0.51661,0.53432,0.00841,0.01928,0.16758357,0.029002032,84.532
B023.mp4,0.346647559,0.379776303,0.311995546,0.119170245,0.12113722,0.11658835,0.491715807,0.593620512,0.370184562,0.07015,0.00026,0.0175,0.05645,0.50235,0.51277,0.00551,0.01098,0.247776654,0.086469129,70.8629
B024.mp4,0.338335183,0.396241947,0.269305449,0.12166037,0.12452381,0.11517544,0.545773738,0.793080678,0.448917257,0.05119,0.00025,0.01081,0.06469,0.5188,0.45634,0.00804,0.01358,0.251037143,0.141666551,67.6078
B025.mp4,0.340855093,0.362063303,0.318750554,0.124584569,0.12528744,0.12377663,0.631407089,0.697149471,0.555285977,0.02299,0.00027,6.00E-05,0.04832,0.50702,0.38275,0.00308,0.4419,0.319729226,0.043460884,86.53
B026.mp4,0.209208671,0.228956685,0.193662826,0.119842906,0.121539,0.11812265,0.522825269,0.584837914,0.474494284,0.07933,0.00023,0.00596,0.05753,0.52809,0.37568,0.01733,0.00827,0.187750418,0.076659126,72.0794
B027.mp4,0.330879963,0.374343823,0.211325925,0.122951016,0.12435855,0.11406798,0.513951437,0.601732715,0.489213913,0.0787,0.00027,0.01565,0.05091,0.50493,0.45673,0.01403,0.01767,0.301815761,0.033057945,89.2689
B028.mp4,0.339502891,0.34699351,0.331394218,0.11991971,0.12170113,0.11751018,0.545547835,0.577975745,0.518812652,0.05221,0.00028,0.00471,0.04451,0.51773,0.47323,0.00992,0.02106,0.342351097,0.04112717,78.8442
B029.mp4,0.332538676,0.343082204,0.32218447,0.124444596,0.125224,0.12323543,0.664242679,0.712825345,0.596754748,0.03945,0.00028,0.00388,0.04205,0.52114,0.41569,0.01787,0.1817,0.340370683,0.037290512,90.8788
B030.mp4,0.260176408,0.409165745,0.143190861,0.108100411,0.11699875,0.09612704,0.495147034,0.582927308,0.397701597,0.04099,0.00021,0.00681,0.06543,0.34153,0.1194,0.00091,0.02144,0.042757966,0.020253986,23.7704
B031.mp4,0.300594068,0.359023033,0.251927727,0.12327056,0.12435229,0.12156172,0.463901734,0.538810184,0.412278879,0.02481,0.00028,0.00134,0.05171,0.52359,0.31181,0.00548,0.10759,0.115581278,0.049316353,69.9155
B032.mp4,0.264654175,0.37907597,0.187917616,0.124153891,0.12506422,0.12233788,0.875092,1.321494889,0.49857351,0.02562,0.00023,0.00482,0.04974,0.4688,0.36448,0.01041,0.26185,0.309089674,0.153191343,62.1639
B033.mp4,0.289661183,0.386016507,0.167197301,0.119530562,0.12294799,0.11636591,0.536743503,0.774629867,0.456947009,0.07884,0.00025,0.00698,0.04998,0.46363,0.47131,0.016,0.01011,0.244038743,0.092691369,67.869
B034.mp4,0.249811393,0.358165709,0.163469086,0.119557277,0.12386826,0.11196585,0.619466904,0.856952759,0.455042974,0.08097,0.00027,0.01404,0.03762,0.50946,0.35398,0.01671,0.00776,0.323730868,0.11543357,71.4773
B035.mp4,0.307591193,0.391427486,0.183147603,0.123743737,0.12507754,0.12149201,0.481939383,0.67057908,0.301592989,0.02172,0.00028,0.00265,0.14232,0.51826,0.40437,0.00094,0.05304,0.132407329,0.09902567,43.9005
B036.mp4,0.26608706,0.308283317,0.240854109,0.121894521,0.12316259,0.12005326,0.645896425,0.766954616,0.402970046,0.03773,0.00028,0.01315,0.05111,0.53533,0.30257,0.01162,0.07291,0.219806821,0.028700123,82.8776
B037.mp4,0.289601249,0.360044479,0.230710254,0.124053229,0.12496397,0.12274123,0.536607423,0.789802909,0.221835345,0.01915,0.00026,0.00749,0.10391,0.50739,0.40467,0.00341,0.12788,0.177640962,0.102597591,47.7402
B038.mp4,0.30025432,0.357369691,0.219972114,0.119250652,0.12197212,0.11576441,0.494546336,0.61493887,0.367253675,0.03858,0.0002,0.00298,0.10157,0.55799,0.35742,0.01245,0.01653,0.046240785,0.01988188,67.4641
B039.mp4,0.263635833,0.340953047,0.204834895,0.121544333,0.12379073,0.11916667,0.47645008,0.638145467,0.38769404,0.05655,0.00025,0.00932,0.08872,0.52029,0.38563,0.00475,0.01572,0.179378182,0.053910155,61.2217
B040.mp4,0.33433248,0.384057909,0.272689209,0.121152549,0.12370614,0.11679276,0.511179997,0.555055852,0.372018031,0.02808,0.00027,0.01392,0.08947,0.50676,0.40531,0.00581,0.01887,0.229323541,0.081064746,67.0729
B041.mp4,0.336688118,0.381965123,0.270896069,0.110099168,0.1172063,0.10408913,0.419914433,0.550282857,0.34897157,0.08111,0.00025,0.01894,0.0826,0.50251,0.48351,0.0008,0.01011,0.28188796,0.066365853,45.799
B042.mp4,0.309893759,0.387862826,0.183230124,0.118864767,0.12212406,0.1126817,0.523324529,0.627236706,0.346527229,0.05998,0.00022,0.01385,0.10526,0.51196,0.43527,0.00215,0.01424,0.083760938,0.03830461,62.8774
B043.mp4,0.318840284,0.358357688,0.267500082,0.120254611,0.12233083,0.11842654,0.44875807,0.574654108,0.275963461,0.02176,0.00026,0.01728,0.08084,0.47583,0.41737,0.00088,0.02632,0.175442607,0.052831045,38.3
B044.mp4,0.332117672,0.34681178,0.316813652,0.124046688,0.12498982,0.12293311,0.634504959,0.665100466,0.576381644,0.02008,0.00027,0.0002,0.04644,0.51335,0.46941,0.00393,0.07884,0.36318737,0.074006091,87.1329
B045.mp4,0.337594329,0.380589619,0.287738104,0.122351982,0.12391447,0.12079104,0.428856717,0.522246036,0.164462974,0.03292,0.00027,0.00266,0.05843,0.49954,0.51523,0.00353,0.01796,0.340194959,0.101869203,64.1244
B046.mp4,0.300748472,0.321791802,0.279106298,0.122404563,0.12360354,0.120961,0.543457562,0.590013318,0.498215624,0.03609,0.00027,0.00093,0.04397,0.51714,0.43379,0.01098,0.04815,0.276367239,0.047833301,75.0229
B047.mp4,0.32514043,0.351989872,0.285799461,0.123351773,0.12452616,0.12060777,0.512486305,0.743787408,0.125487276,0.03267,0.00027,0.00701,0.08677,0.52409,0.39364,0.00437,0.06649,0.213742579,0.070311026,63.7714
B048.mp4,0.345839412,0.384803559,0.306453793,0.123471037,0.12509633,0.12058427,0.597238791,0.697826559,0.342157667,0.02173,0.00028,0.0026,0.05455,0.50272,0.4477,0.00413,0.06514,0.348221435,0.123964157,65.9427
B049.mp4,0.239160724,0.299969027,0.202601348,0.123150339,0.12426927,0.12199875,0.441966125,0.556036767,0.316245076,0.01637,0.00029,0.00075,0.09709,0.49703,0.42751,0.00063,0.0845,0.097282081,0.030744933,78.5928
B050.mp4,0.343263476,0.385075695,0.29381042,0.124203082,0.12522243,0.12236685,0.637463631,0.868690375,0.441437523,0.02248,0.00028,0.00029,0.05012,0.50753,0.42691,0.01679,0.2936,0.370389474,0.104353719,77.2019
B051.mp4,0.33663551,0.409549293,0.257019309,0.124265445,0.12552397,0.12253446,0.529936425,0.965179209,0.161201031,0.01626,0.00027,0.00128,0.0824,0.50667,0.31951,0.00338,0.12951,0.17581779,0.088290054,46.0611
B052.mp4,0.227786558,0.357662009,0.146904914,0.117601114,0.12075971,0.11366776,0.524085674,1.320224239,0.397917849,0.04424,0.00022,0.00315,0.10978,0.51875,0.38259,0.00549,0.01323,0.120059511,0.059093265,58.6099
B053.mp4,0.330918571,0.381194573,0.243032721,0.121235478,0.1229942,0.11888549,0.452997756,0.521223667,0.399803864,0.06041,0.00026,0.00054,0.05268,0.52563,0.47721,0.01461,0.01804,0.158351172,0.058747776,74.9505
B054.mp4,0.248439492,0.314226004,0.149397491,0.03776204,0.05926222,0.02686325,0.825046886,0.918761598,0.657964445,0.08227,0.00013,0.0098,0.06223,0.27656,0.03446,0.00606,0.00115,0.050696087,0.005020745,27.2126
B055.mp4,0.251895501,0.405013251,0.152556106,0.122926856,0.12444001,0.11712249,0.50992226,0.673400159,0.420766102,0.01888,0.00028,0.00098,0.07069,0.39275,0.20479,0.00075,0.11309,0.109274093,0.047071088,64.193
B056.mp4,0.256745003,0.368764401,0.176500785,0.119618289,0.12237625,0.11599311,0.579260162,0.71586328,0.413655292,0.0919,0.00027,1.00E-05,0.04766,0.50299,0.33513,0.00311,0.00406,0.317814769,0.130780508,62.6744
B057.mp4,0.265470867,0.415443854,0.13060355,0.120739601,0.12393014,0.11651864,0.527852875,0.707706397,0.415370043,0.03088,0.00027,0.00689,0.05153,0.51914,0.40136,0.00246,0.01735,0.281915491,0.089079965,59.9947
B058.mp4,0.343075923,0.433234181,0.248194902,0.121143747,0.12398183,0.11200345,0.491277143,0.787277324,0.193058091,0.03591,0.00025,0.0112,0.10901,0.50063,0.47031,0.00752,0.01868,0.19325923,0.108066832,58.367
B059.mp4,0.288304676,0.398592228,0.149345517,0.122958052,0.12439928,0.12114348,0.543804376,0.657055478,0.386354847,0.01932,0.00027,0.01031,0.13273,0.52008,0.45325,0.00223,0.05318,0.101286337,0.069381926,52
B060.mp4,0.327760618,0.401259902,0.236283711,0.12007166,0.12369361,0.11247259,0.504731256,0.685985652,0.355414887,0.04415,0.00026,0.00774,0.1203,0.51058,0.4549,0.01192,0.02797,0.145850059,0.074557712,59.4882
B061.mp4,0.265276233,0.312612441,0.232671182,0.121977592,0.1235401,0.12013549,0.444762361,0.560040529,0.322964657,0.05327,0.00024,0.00116,0.06543,0.49688,0.45329,0.04341,0.01413,0.262153824,0.068984554,63.7011
B062.mp4,0.302033178,0.377558278,0.202776824,0.119649396,0.12313362,0.11476034,0.509230938,0.588246414,0.401064679,0.0167,0.00025,0.00727,0.1101,0.50892,0.23967,0.00235,0.02003,0.104757683,0.050951845,56.8361
B063.mp4,0.178498385,0.204343971,0.153004071,0.101575614,0.10735511,0.09679276,0.500237945,0.621448229,0.449057188,0.02406,0.0002,0.00088,0.03831,0.47813,0.10276,0.00103,0.01616,0.021007155,0.007414252,44.152
B064.mp4,0.333077976,0.433570171,0.203559935,0.117110306,0.12215852,0.1016416,0.487222311,0.660215845,0.345748057,0.04681,0.00025,0.02001,0.08597,0.4925,0.34373,0.00437,0.01597,0.185288198,0.061538157,60.0559
B065.mp4,0.268101231,0.300007127,0.220153531,0.114334924,0.11779292,0.10375235,0.450189737,0.543747923,0.33065758,0.05209,0.00026,0.00952,0.06149,0.49884,0.42567,0.0036,0.01476,0.287656716,0.054986485,58.7207
B066.mp4,0.286279696,0.386095414,0.238346562,0.119865457,0.12186247,0.11792137,0.52672991,0.692593604,0.460330982,0.04359,0.00027,0.01302,0.07708,0.50776,0.29903,0.00844,0.01835,0.173093052,0.028893874,57.5947
B067.mp4,0.2872663,0.385818364,0.185848586,0.122815868,0.12459665,0.12119439,0.446956785,0.518722514,0.308591992,0.03041,0.00029,0.00347,0.0809,0.51643,0.37723,0.00235,0.05028,0.155476117,0.064546163,70.6193
B068.mp4,0.306022896,0.341609156,0.247745876,0.121698574,0.12369753,0.1196734,0.506853531,0.5896213,0.386377819,0.03909,0.00027,0.00035,0.04785,0.4925,0.48065,0.0086,0.01109,0.160526885,0.05099191,76.6719
B069.mp4,0.232980084,0.306878572,0.195450392,0.122066103,0.12423872,0.11871867,0.424418217,0.490607023,0.387968242,0.01926,0.00028,0.00734,0.06862,0.53496,0.49684,0.0012,0.01703,0.112886021,0.041361827,68.4948
B070.mp4,0.267242824,0.307378007,0.229499296,0.12321668,0.12425909,0.12158913,0.422078284,0.518337305,0.299158204,0.01634,0.00028,0.01604,0.08038,0.52527,0.33524,0.00274,0.03778,0.183051065,0.070282211,56.4128
B071.mp4,0.20710687,0.250646651,0.1513824,0.120697979,0.1226308,0.11642152,0.393545574,0.452652262,0.343846937,0.02768,0.00026,0.00028,0.0517,0.54596,0.33097,0.02397,0.0155,0.119154628,0.033533618,81.3516
B072.mp4,0.214998143,0.252105636,0.179596914,0.122468867,0.12424264,0.12076754,0.385405311,0.469877236,0.317964924,0.02045,0.00026,0.00024,0.05138,0.56149,0.33843,0.03661,0.01624,0.14947206,0.045292017,82.573
B073.mp4,0.238511844,0.368209712,0.125488827,0.120515095,0.12275689,0.1178266,0.432029519,0.591593159,0.351519227,0.02193,0.00026,0.00114,0.07872,0.55812,0.31255,0.0096,0.0172,0.139018548,0.057547903,66.0347
B074.mp4,0.333475186,0.354982779,0.310442521,0.124283738,0.12500313,0.12312187,0.429593585,0.576687137,0.377139011,0.02163,0.00028,0.00583,0.08255,0.51021,0.44949,0.00317,0.02703,0.24456923,0.070301772,83.0838
B075.mp4,0.303067437,0.405131631,0.227372146,0.115831174,0.12037829,0.1089364,0.40807671,0.467351842,0.363844289,0.03348,0.00026,0.00868,0.0824,0.50216,0.50377,0.00139,0.02507,0.135441257,0.078861675,55.4301
B076.mp4,0.241818048,0.316358516,0.195212209,0.121145974,0.12319784,0.11838189,0.440975862,0.471940054,0.409926901,0.0263,0.00026,0.00063,0.08188,0.54295,0.40437,0.03445,0.01655,0.302031973,0.082532617,85.2071
B077.mp4,0.336099481,0.405463719,0.273907277,0.124288886,0.1253313,0.12290962,0.636287725,0.720641689,0.527305645,0.01709,0.00028,0,0.04179,0.52237,0.40079,0.00337,0.35686,0.32919632,0.129364435,81.9227
B078.mp4,0.332776744,0.373435506,0.295300394,0.12422039,0.12512766,0.12293311,0.502599883,0.619304619,0.384796821,0.01682,0.00028,3.00E-05,0.04644,0.51559,0.4423,0.00176,0.26268,0.241440142,0.095342526,87.6489
B079.mp4,0.312298317,0.347523465,0.242710845,0.118321914,0.12091244,0.11590382,0.466756253,0.591083795,0.396867841,0.06448,0.00027,0.01224,0.06672,0.51931,0.43102,0.00708,0.01416,0.253271541,0.036973884,73.5323
B080.mp4,0.32992972,0.358399757,0.274386897,0.123968795,0.12501488,0.12286889,0.483770464,0.573990105,0.432337734,0.01974,0.00028,0.00917,0.05312,0.51063,0.42478,0.01069,0.02224,0.356288905,0.104491498,78.8136
B081.mp4,0.20624083,0.268980173,0.170821917,0.098828251,0.11685777,0.09057174,0.441671814,0.639525186,0.329751328,0.06467,0.00025,0.01962,0.10378,0.42197,0.21535,0.00063,0.01266,0.095305257,0.023118167,46.3822
B082.mp4,0.294585152,0.361156666,0.246236455,0.11821225,0.12030154,0.11506501,0.525936954,0.627802717,0.381030276,0.07095,0.00026,0.04901,0.16254,0.49821,0.46818,0.00197,0.01367,0.140497957,0.02494051,39.3422
B083.mp4,0.346296637,0.386030889,0.303583452,0.122378109,0.12374608,0.11938283,0.531646439,0.67741139,0.100868036,0.05715,0.00027,0.00227,0.05379,0.49334,0.48615,0.00307,0.01626,0.315578273,0.066131054,47.1299
B084.mp4,0.281445067,0.350693566,0.214170091,0.120443925,0.12238017,0.11785714,0.404856978,0.514230626,0.233254658,0.02474,0.00027,0.00222,0.05493,0.61806,0.25852,0.00136,0.01625,0.116548389,0.044277531,27.3091
B085.mp4,0.250809565,0.341952473,0.205214216,0.124209392,0.12520833,0.12137453,0.561288776,0.710736782,0.436715578,0.03699,0.00028,0.00162,0.03948,0.4749,0.34028,0.01867,0.32133,0.279815059,0.077762857,78.5556
B086.mp4,0.323806428,0.385428678,0.250159851,0.123546009,0.12455279,0.12215852,0.606372478,0.661653297,0.567147895,0.03038,0.00028,0.00128,0.04106,0.53607,0.38613,0.00771,0.07295,0.192962917,0.053229929,80.3536
B087.mp4,0.181540075,0.217916265,0.143844132,0.113394384,0.12295034,0.09099937,0.314158519,0.508667304,0.181270762,0.02812,0.00026,0,0.05571,0.64091,0.26016,0.07036,0.04188,0.193456646,0.058191103,72.178
B088.mp4,0.275310922,0.343328384,0.227792985,0.103098869,0.11066259,0.09326833,0.627398169,0.839643788,0.260520993,0.07127,0.00026,0.00067,0.06179,0.46454,0.17072,0.00136,0.01164,0.264209027,0.059733417,52.8177
B089.mp4,0.221274446,0.263982448,0.173455968,0.124047825,0.12488017,0.122901,0.56860778,0.650353856,0.498141434,0.0166,0.00024,0.00094,0.09179,0.50388,0.26742,0.00259,0.24494,0.166815154,0.073745779,74.2079
B090.mp4,0.237830824,0.356940576,0.145162481,0.11039034,0.11942591,0.10512375,0.523531203,0.639966401,0.452052895,0.08268,0.00025,0.00181,0.13122,0.42617,0.2524,0.00066,0.01111,0.075473673,0.024693393,26.0497
B091.mp4,0.300249139,0.417112014,0.203486325,0.119257346,0.12193687,0.11371241,0.516021789,0.721324746,0.447507718,0.08525,0.00026,0.00263,0.04948,0.52333,0.4216,0.01354,0.00891,0.172076939,0.062975338,71.7738
B092.mp4,0.31103176,0.385502846,0.219298726,0.120174283,0.12292058,0.11551927,0.427697171,0.585621534,0.355032418,0.0526,0.00027,0.00122,0.05713,0.51227,0.45002,0.00507,0.01436,0.186507429,0.071718219,75.2238
B093.mp4,0.294995096,0.390116623,0.196731784,0.120988757,0.12348919,0.11594377,0.614220692,0.726212349,0.525676167,0.08264,0.00024,0.00037,0.04696,0.46028,0.4506,0.0075,0.00903,0.301358373,0.113482695,70.0112
B094.mp4,0.245507331,0.33411772,0.193725227,0.111175991,0.11462484,0.10815633,0.606040546,0.701168438,0.534439676,0.07842,0.00027,0.01259,0.04027,0.44805,0.34013,0.01253,0.01152,0.195786966,0.061280541,72.7368
B095.mp4,0.342288477,0.405502195,0.242158043,0.1204867,0.12481046,0.11318844,0.548406388,0.733945465,0.354696583,0.04252,0.00027,0.00612,0.05312,0.49664,0.46558,0.01218,0.01593,0.283490283,0.096910546,72.7588
B096.mp4,0.329405433,0.378105231,0.284889082,0.121765749,0.12310072,0.12004464,0.449716358,0.51255926,0.419756446,0.05933,0.00027,0.00749,0.06232,0.46672,0.46471,0.00851,0.01313,0.206981008,0.061672245,57.6856
B097.mp4,0.325251812,0.406287127,0.217442663,0.120724754,0.12434445,0.11086544,0.508691223,0.785316104,0.32963813,0.03039,0.00028,0.01459,0.06713,0.50786,0.48186,0.01932,0.034,0.358181599,0.135330617,60.4053
B098.mp4,0.313038449,0.402033725,0.214842299,0.123587307,0.12510887,0.11789395,0.484458569,0.605582672,0.402482699,0.02675,0.00027,0.00063,0.05891,0.49012,0.43461,0.02276,0.15856,0.317654244,0.088772245,80.199
B099.mp4,0.206697182,0.272552613,0.138886435,0.110082391,0.11722118,0.09484806,0.473548423,0.662041822,0.222207054,0.06247,0.00024,0.00442,0.05628,0.42639,0.20777,0.00113,0.01481,0.085234639,0.030933553,69.5399
B100.mp4,0.257800319,0.34574028,0.211776547,0.122109077,0.12397635,0.11995457,0.388266621,0.56867509,0.191745392,0.01878,0.00024,0.01159,0.07522,0.5504,0.39354,0.00066,0.0152,0.159789798,0.074743719,80.2398
B101.mp4,0.369090344,0.444385454,0.278197087,0.474099923,0.49388202,0.443523165,0.546589065,0.775073825,0.378037024,0.07482,0.00025,0.0086,0.07598,0.49742,0.43077,0.00459,0.01179,0.309098422,0.123406858,59.2431
B102.mp4,0.317118843,0.386941275,0.216405869,0.304045722,0.347449347,0.223166401,0.502910919,0.715477568,0.33972007,0.0191,0.00025,0.00029,0.05417,0.53009,0.24468,0.02693,0.01855,0.286770591,0.08882421,88.0219
B103.mp4,0.375339,0.455185084,0.301966182,0.380373317,0.44566001,0.336360949,0.487823916,0.64865366,0.29804432,0.03916,0.00024,0.01061,0.09292,0.50222,0.42076,0.00095,0.01569,0.146096533,0.109159276,25.2484
B104.mp4,0.29371101,0.414216091,0.19312716,0.372066356,0.394931251,0.358828374,0.518017993,0.662690146,0.432180259,0.08801,0.00027,0.01193,0.03441,0.51412,0.45994,0.05623,0.00928,0.47678884,0.140411288,71.3464
B105.mp4,0.352275807,0.394389153,0.317622246,0.41426453,0.420962658,0.394773109,0.439446725,0.511813772,0.401927002,0.05686,0.00028,0.00702,0.06905,0.45346,0.51491,0.00492,0.01859,0.188655004,0.033363463,70.9
B106.mp4,0.373202809,0.513980661,0.235712574,0.492725037,0.574552828,0.387329693,0.493513691,0.951066645,0.35400331,0.03347,0.00027,0.00215,0.05269,0.51017,0.46653,0.00388,0.036,0.225507421,0.10292997,57.0578
B107.mp4,0.27754047,0.416064021,0.177956214,0.383987065,0.415093524,0.334844875,0.595733473,0.815779159,0.457560746,0.01989,0.00027,0.0012,0.03632,0.51245,0.46761,0.03308,0.0163,0.320943034,0.119234471,76.7188
B108.mp4,0.346624881,0.365568054,0.327181931,0.317614014,0.330977747,0.308514553,0.43298503,0.478246539,0.385621816,0.04444,0.00028,0.00026,0.05391,0.50249,0.41651,0.00913,0.04747,0.288618223,0.052595607,85.7418
B109.mp4,0.366687179,0.438711551,0.277865837,0.417499878,0.530709195,0.368450177,0.661321438,0.941784148,0.37033903,0.02385,0.00027,0.00098,0.04633,0.50516,0.42455,0.00256,0.024,0.38324526,0.126287449,79.3295
B110.mp4,0.318208573,0.37809161,0.217761446,0.349364878,0.380721253,0.320704447,0.60087686,0.711627035,0.525458822,0.01786,0.00028,0.0008,0.04067,0.5036,0.42171,0.01414,0.43822,0.396550718,0.162062796,77.6527
B111.mp4,0.316307057,0.404109238,0.258294233,0.386543867,0.415768795,0.365348809,0.50708292,0.577743107,0.385022418,0.0744,0.00027,0.01146,0.04764,0.45732,0.52006,0.03075,0.01179,0.360337285,0.114339045,57.7553
B112.mp4,0.363027478,0.41072853,0.317247263,0.236821492,0.24282481,0.220355353,0.440121393,0.501708976,0.37920806,0.08952,0.00027,0.00778,0.04339,0.51243,0.41366,0.00395,0.01294,0.25860452,0.013659824,56.3086
B113.mp4,0.360455973,0.431661924,0.257683284,0.379806404,0.42387114,0.318416134,0.404536899,0.568735651,0.286630272,0.02308,0.00027,0.00015,0.05415,0.50465,0.37453,0.05247,0.1635,0.258293478,0.099394631,73.7705
B114.mp4,0.32640002,0.444808128,0.186083345,0.382867785,0.422871899,0.343417549,0.578377971,0.815216694,0.166626999,0.0259,0.00027,0.00163,0.06801,0.50176,0.38975,0.00444,0.13544,0.224030504,0.095697197,85.8129
B115.mp4,0.386186286,0.474918756,0.26341196,0.411607855,0.481568505,0.223682501,0.554193856,1.010468355,0.291586836,0.07618,0.00025,0.0095,0.09463,0.47902,0.23855,0.00105,0.01099,0.112761907,0.066243957,39.1942
B116.mp4,0.31778875,0.381666246,0.291796399,0.354212609,0.358502655,0.350578168,0.587749672,0.635222325,0.45202756,0.05006,0.00028,0.00861,0.04382,0.48847,0.49716,0.01313,0.01637,0.316680982,0.064646151,65.6578
B117.mp4,0.395150448,0.471440265,0.263667913,0.423490797,0.461441604,0.371971764,0.466611463,0.58203079,0.193074379,0.03075,0.00027,0.00438,0.09507,0.48928,0.44932,0.01102,0.01646,0.229000783,0.084807052,70.7436
B118.mp4,0.311171207,0.31807583,0.300815103,0.2849481,0.29274017,0.280484449,0.429644569,0.458983317,0.348071873,0.02158,0.00028,0.00519,0.06612,0.52693,0.39483,0.00134,0.11605,0.157910254,0.023199197,71.8769
B119.mp4,0.322863069,0.394855379,0.250726376,0.287561369,0.313862374,0.264619916,0.467521094,0.550750214,0.40493311,0.01664,0.00028,0.00012,0.04937,0.52047,0.26185,0.0116,0.19429,0.226789787,0.071030918,69.3909
B120.mp4,0.374120894,0.398727495,0.341657299,0.384959451,0.421512449,0.364101278,0.398398907,0.461663336,0.315867541,0.03782,0.00028,0.0103,0.05017,0.50812,0.41433,0.00859,0.03122,0.279111854,0.05072756,82.9815
B121.mp4,0.386630905,0.440915361,0.29408643,0.370480238,0.413697339,0.323633597,0.384761747,0.867255913,-0.004430074,0.04961,0.00027,0.00389,0.07105,0.51346,0.3178,0.00198,0.01589,0.146782989,0.054442805,54.3529
B122.mp4,0.309846329,0.443917076,0.1888059,0.373811058,0.460435345,0.322536306,0.708272948,0.882698736,0.542205963,0.05777,0.00027,0.01179,0.03924,0.4969,0.41847,0.02267,0.0114,0.322528182,0.127657831,59.2645
B123.mp4,0.334799236,0.370136909,0.315823824,0.276661671,0.288672367,0.270112858,0.367859808,0.44291855,0.311632309,0.04648,0.00028,0.00099,0.07551,0.50941,0.31926,0.00285,0.01955,0.166389943,0.038063612,76.6535
